"t_id","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","sums","kinetic"
6360,8,5,4,9,9,9,5,8,9,10,5,8,4,6,2,7,9,9,6,2,8,10.9961972636153,0.170068027210884
4524,0,1,7,0,1,5,7,8,0,0,2,0,5,7,2,7,1,0,3,1,3,3.23274463279504,0.183673469387755
9964,3,4,10,9,9,10,1,5,7,8,2,8,8,4,1,1,6,2,7,3,5,7.97535573933644,0.106575963718821
11934,10,1,10,9,10,9,1,2,10,3,10,10,10,10,1,1,4,2,10,0,10,11.5780200168432,0.287981859410431
12421,5,8,1,5,7,5,10,3,6,3,6,4,0,1,9,4,5,4,4,9,4,6.48921121965346,0.138321995464853
609,9,9,9,8,8,8,1,1,9,8,8,9,9,9,7,1,7,6,7,8,8,12.0527219191854,0.26530612244898
13006,3,3,2,9,6,6,4,4,2,9,1,7,0,0,1,5,9,6,3,1,1,4.887122667701,0.129251700680272
11933,6,5,2,5,5,4,5,3,5,4,7,5,1,3,3,6,6,5,6,4,7,5.14672974860081,0.201814058956916
5306,6,9,6,4,4,2,4,6,7,3,1,2,3,7,6,8,5,9,2,7,2,6.42478943193906,0.138321995464853
5114,9,0,8,5,0,1,2,2,0,0,1,8,9,9,1,1,3,1,1,0,1,4.21295805647432,0.210884353741497
5172,4,1,7,7,6,9,1,2,5,9,0,3,4,4,0,3,7,9,1,0,1,5.21458358340798,0.133786848072562
13434,10,6,2,7,4,4,4,3,7,3,3,7,4,8,8,7,6,5,1,6,2,6.51947553194536,0.138321995464853
5830,0,4,0,0,1,0,9,10,1,1,7,1,1,0,7,10,2,2,7,6,7,5.32614676299688,0.174603174603175
2062,0,9,2,3,3,1,8,9,1,2,9,2,2,1,9,7,3,2,9,8,9,7.20440713031302,0.192743764172336
13199,10,9,9,9,0,2,1,1,2,4,2,10,10,9,9,1,5,5,2,9,2,8.48221585944179,0.192743764172336
9732,5,4,2,3,8,7,4,7,6,0,3,5,3,3,8,4,1,0,4,5,4,4.56670757577548,0.147392290249433
3785,4,6,8,6,5,9,1,5,4,8,9,3,7,7,8,8,7,7,9,7,9,9.65423786280467,0.160997732426304
5906,10,3,4,8,8,8,7,3,7,6,8,7,4,5,6,5,5,9,9,4,6,9.05972550954878,0.138321995464853
4711,5,10,10,4,0,1,0,0,0,1,7,3,9,7,8,1,1,0,4,9,7,6.38160578689711,0.147392290249433
7339,3,9,4,6,7,5,5,8,3,6,7,7,4,2,8,5,6,4,8,7,7,7.63928454140297,0.151927437641723
1386,7,3,6,6,7,6,2,1,7,4,4,5,7,8,4,1,6,6,4,3,5,5.87956450328425,0.160997732426304
5981,1,4,8,1,1,3,7,10,4,3,8,2,8,9,5,9,5,7,7,7,7,7.95759347465752,0.138321995464853
8156,4,4,9,4,6,7,7,5,8,8,9,4,5,5,7,8,8,8,8,6,9,10.1199504628423,0.188208616780045
5648,5,3,2,0,2,3,4,1,4,1,4,2,1,3,2,4,0,3,6,3,6,2.19680079376122,0.170068027210884
5703,1,2,3,3,0,4,7,10,4,4,5,2,5,7,3,9,7,6,7,1,5,5.84594499987533,0.124716553287982
9282,1,3,5,1,4,3,7,8,1,9,3,2,4,2,3,8,9,7,4,1,2,5.25589442731201,0.142857142857143
4332,6,4,4,5,7,5,5,3,8,7,4,7,8,8,5,1,8,7,1,4,2,6.73437924481968,0.160997732426304
4343,4,8,0,7,8,5,4,1,5,8,10,10,4,1,4,0,5,3,9,3,9,7.4985092852279,0.124716553287982
272,5,3,7,3,8,2,8,2,6,10,2,6,7,6,1,4,9,9,2,1,3,6.80025737092572,0.120181405895692
1030,7,8,3,3,6,6,10,8,4,10,6,4,7,5,6,9,9,10,1,6,5,9.64876925252109,0.133786848072562
10777,9,3,7,9,7,7,1,0,7,10,1,8,5,8,6,0,9,10,0,3,0,8.42497292254687,0.133786848072562
9249,9,0,9,10,10,9,1,1,9,5,0,9,10,10,0,1,2,6,1,0,0,8.71691485612865,0.192743764172336
276,0,8,3,2,2,1,7,1,3,4,7,5,2,1,6,2,2,1,10,5,9,4.74843102396454,0.133786848072562
10042,1,6,2,1,0,3,8,7,1,1,6,1,1,1,6,9,5,1,7,7,8,5.06435002928113,0.206349206349206
8128,5,8,4,6,7,7,5,4,7,3,2,5,3,3,9,4,4,5,4,8,3,6.08642009687813,0.165532879818594
4241,8,10,0,5,10,9,4,4,7,0,6,9,8,8,7,4,1,0,7,9,4,8.90631667227433,0.133786848072562
11993,5,3,4,7,5,6,4,4,7,4,2,6,3,2,2,5,5,6,3,3,3,4.52598081348323,0.179138321995465
1413,7,5,6,7,9,9,0,3,6,8,8,7,6,5,6,3,7,4,9,3,8,8.90224351323011,0.147392290249433
5899,5,1,2,5,5,4,9,5,5,5,3,6,2,3,1,7,4,5,5,1,1,4.38165321117083,0.215419501133787
6716,3,3,6,6,7,6,4,7,7,4,5,4,6,4,4,5,5,5,7,4,5,5.69609239905515,0.219954648526077
3527,6,3,3,8,7,8,10,2,4,6,1,8,4,5,5,3,6,5,1,3,0,6.28298901677229,0.124716553287982
4346,10,0,9,10,5,10,1,7,5,0,1,9,10,10,3,5,0,0,1,0,0,7.78668557368,0.192743764172336
8542,10,10,3,8,9,9,2,3,10,2,6,10,4,5,6,3,2,2,9,9,7,9.72765498901484,0.147392290249433
6116,1,4,3,3,4,3,9,9,1,7,2,2,5,3,3,8,6,1,4,2,1,4.71401867889722,0.151927437641723
4426,1,4,0,3,2,3,9,5,4,1,9,1,0,0,6,8,1,4,4,7,7,4.80113846355105,0.129251700680272
3345,0,9,3,0,2,4,7,8,0,2,8,0,1,2,8,8,3,0,9,9,8,6.8157516270097,0.170068027210884
5691,8,4,6,7,6,5,4,4,7,6,6,8,5,5,5,4,4,7,6,4,6,6.77315728619596,0.229024943310658
8547,2,6,9,8,9,9,3,9,6,9,5,8,8,5,5,4,10,8,6,5,4,9.98457901604938,0.165532879818594
7471,8,2,6,7,7,8,2,0,6,6,7,9,6,5,2,1,4,7,5,1,5,6.4560616296228,0.138321995464853
8485,7,10,9,9,1,3,0,1,2,1,1,5,8,9,10,1,0,3,3,10,2,7.00829402514568,0.142857142857143
8404,8,10,9,9,9,9,0,2,7,1,9,9,9,9,9,1,2,4,9,10,9,12.0941763760516,0.310657596371882
13188,5,5,7,8,9,10,2,4,7,2,1,7,7,6,1,4,3,3,1,2,1,5.83755880110474,0.129251700680272
10065,10,1,5,9,8,10,3,3,6,2,3,10,5,7,3,3,5,3,1,0,2,6.54822607409943,0.151927437641723
4767,1,7,2,3,2,4,7,7,2,4,4,2,2,1,4,8,4,4,7,6,6,4.72444736860693,0.197278911564626
5559,4,6,3,3,6,3,7,4,5,10,5,4,5,3,4,4,9,8,8,5,6,6.9906760618713,0.165532879818594
9547,0,7,2,0,3,3,9,10,1,9,9,1,1,1,9,8,7,4,8,7,9,8.24762093852213,0.147392290249433
6998,6,9,0,4,4,7,2,3,5,3,9,3,0,2,8,2,6,2,10,10,10,7.26299154017731,0.120181405895692
735,10,8,10,9,8,9,0,0,8,5,3,10,10,10,9,0,4,4,2,7,2,10.4407742268703,0.142857142857143
13229,2,7,8,8,2,7,2,9,2,2,4,3,9,9,5,8,3,4,7,7,5,7.49193037346026,0.160997732426304
6654,0,8,2,1,2,3,8,6,1,3,7,1,3,1,9,7,3,2,6,8,4,4.91836655513156,0.138321995464853
5325,5,8,4,6,7,6,3,5,8,8,7,3,6,5,10,5,7,8,5,8,5,8.45573078627679,0.192743764172336
4200,4,1,6,4,4,2,7,6,4,8,2,4,5,5,0,7,8,9,3,0,3,5.24472059095707,0.124716553287982
12514,8,4,4,3,10,10,4,2,9,10,8,5,6,8,5,1,9,9,2,2,4,8.96121533547118,0.133786848072562
13096,9,9,4,6,7,5,3,1,6,7,6,7,5,5,9,2,4,2,10,8,8,8.15242320316931,0.115646258503401
7854,6,2,8,6,9,7,4,8,7,6,6,8,8,7,2,5,5,4,7,3,6,7.933139179177,0.160997732426304
8054,3,2,8,7,6,7,2,5,4,2,3,5,6,5,2,5,3,2,2,3,3,4.17414906484593,0.197278911564626
8192,7,6,1,4,7,8,3,2,7,8,7,4,1,1,7,4,10,8,6,5,7,7.52346137416702,0.160997732426304
7497,9,3,9,8,10,9,6,2,10,10,2,9,9,9,4,3,8,9,4,4,5,11.0097242831665,0.183673469387755
3401,9,1,4,5,5,5,7,7,7,7,4,4,4,5,1,8,4,9,1,1,4,6.30579260171456,0.201814058956916
621,10,1,7,9,7,9,5,4,5,6,1,9,8,7,1,6,3,4,2,1,1,7.30382383370115,0.133786848072562
9639,6,3,2,5,6,4,2,2,8,5,4,4,3,4,4,3,6,6,2,2,4,3.98040731070306,0.206349206349206
2895,9,1,6,3,8,5,9,7,9,9,10,5,9,10,3,8,8,10,0,3,2,10.6559930085122,0.138321995464853
3306,8,2,3,3,5,2,4,0,6,9,9,5,3,5,2,1,8,8,5,3,5,5.75638273298862,0.151927437641723
1877,1,10,5,4,0,2,6,4,0,0,4,1,1,2,8,5,0,0,2,10,3,3.89317473979056,0.142857142857143
4789,0,2,5,0,2,1,8,8,1,8,3,2,0,0,0,10,3,5,8,0,2,4.47055315873598,0.183673469387755
9611,6,1,2,2,2,5,7,1,2,9,4,3,6,7,6,2,9,7,0,2,2,5.05318379200297,0.179138321995465
8549,2,7,0,0,6,1,3,7,4,5,4,1,0,0,7,9,2,4,3,7,4,4.50079371055026,0.142857142857143
3926,9,0,4,3,8,9,7,4,9,1,4,9,8,9,0,8,2,1,3,0,3,7.21631429083024,0.151927437641723
12214,4,1,3,4,8,5,4,5,8,8,3,3,5,5,3,5,7,9,4,2,3,5.63351794636719,0.179138321995465
741,2,4,1,3,7,8,9,9,3,5,0,3,1,0,2,10,2,1,6,3,1,4.98094488873735,0.124716553287982
2216,7,7,3,2,7,3,6,2,7,3,9,7,4,2,9,3,5,2,9,8,8,7.28327998543341,0.165532879818594
8649,1,6,9,3,7,9,5,9,5,6,9,1,9,7,3,10,5,6,6,5,5,8.95291674369471,0.179138321995465
1854,4,6,9,9,7,9,6,3,5,8,4,6,6,5,9,2,5,8,4,6,4,8.57989981420915,0.165532879818594
9302,2,7,10,4,9,10,7,8,8,3,3,5,10,9,1,8,2,1,3,1,2,8.44755805691586,0.124716553287982
10734,7,2,9,7,9,8,5,7,10,6,6,6,8,8,3,8,3,6,10,4,8,10.2825379104223,0.147392290249433
3435,2,9,0,4,0,1,9,9,1,2,9,1,0,2,7,7,3,7,6,9,8,7.07996871216879,0.147392290249433
581,1,4,5,7,2,3,7,10,5,6,7,3,5,9,2,9,7,9,8,5,9,8.32356504538923,0.138321995464853
3447,5,2,3,4,7,6,5,4,8,7,6,7,7,5,1,3,3,5,6,1,5,5.43772711809603,0.156462585034014
13092,2,7,5,2,4,5,6,5,3,3,9,2,8,9,8,7,4,4,10,8,9,8.34769802001354,0.124716553287982
5099,0,4,6,0,4,10,9,9,4,1,3,0,3,7,0,5,7,2,6,3,5,5.80527974947971,0.120181405895692
2289,3,6,1,1,5,4,5,4,6,9,10,5,5,4,6,3,6,7,7,5,6,6.31048657056828,0.165532879818594
346,9,7,4,9,3,3,2,2,4,5,6,9,6,6,8,1,3,7,6,9,5,7.32548373378213,0.133786848072562
8243,2,6,2,2,4,4,9,6,4,1,4,1,0,0,8,9,1,3,8,8,6,5.59438364422302,0.138321995464853
11118,5,4,5,8,6,3,5,3,5,9,4,7,5,4,6,5,10,7,4,8,3,7.1257828775735,0.170068027210884
9890,8,8,2,9,7,9,7,6,5,10,9,9,3,5,8,7,10,8,10,8,10,12.677546242775,0.165532879818594
10217,10,7,9,9,8,5,1,0,8,6,5,10,9,9,7,0,5,6,6,9,7,10.5953919939701,0.147392290249433
12448,1,2,0,2,5,5,9,9,2,6,6,1,2,3,3,9,7,6,4,4,6,5.4309251813994,0.133786848072562
8806,1,7,4,5,6,4,4,8,7,2,4,3,9,10,4,7,3,2,7,4,3,6.13836840530971,0.160997732426304
11237,3,7,5,5,5,2,2,2,4,5,4,4,5,4,6,0,5,4,7,7,7,4.77901971898877,0.201814058956916
11151,9,5,4,8,5,2,8,3,7,2,9,8,6,6,6,3,2,3,6,6,7,7.55922780870805,0.147392290249433
4657,7,7,5,8,8,8,5,1,7,10,6,7,7,4,7,2,9,9,1,4,5,9.19506588093856,0.156462585034014
13192,8,2,8,7,6,7,5,6,8,3,3,6,7,7,3,7,3,3,1,2,2,6.40043979235552,0.179138321995465
2720,8,8,6,4,5,6,2,2,5,9,1,7,4,6,4,0,9,9,0,5,0,6.67350252672323,0.124716553287982
4251,2,5,2,6,4,3,7,8,2,6,7,4,2,2,2,8,4,3,6,4,3,4.80958464510143,0.179138321995465
3253,6,10,4,7,9,9,4,3,6,1,3,7,4,3,10,1,2,2,6,9,4,7.24210953507647,0.133786848072562
7100,5,6,7,6,6,6,5,6,7,4,2,5,7,8,4,6,6,6,4,5,3,6.69360516948883,0.229024943310658
5567,1,2,2,3,4,2,7,8,1,5,10,3,4,4,1,7,7,3,10,1,9,5.90254934822218,0.133786848072562
1378,10,10,9,7,1,1,2,0,3,8,3,9,10,10,9,1,8,8,1,10,1,10.1642351095052,0.170068027210884
461,3,7,7,3,7,9,3,1,8,10,4,4,10,9,6,1,9,8,3,7,3,8.62930149596722,0.151927437641723
6156,5,7,6,6,4,9,6,5,4,6,9,4,5,6,6,8,6,6,9,6,10,8.79149143440287,0.251700680272109
2909,8,10,10,10,10,7,1,0,8,8,5,9,10,9,10,0,3,4,8,5,6,11.5764830592108,0.156462585034014
8960,3,7,1,3,5,0,7,7,2,2,9,7,5,3,7,2,1,1,9,6,8,6.17897611807693,0.142857142857143
4644,4,3,0,1,6,0,9,9,7,10,10,5,5,4,0,7,10,9,6,5,5,8.26490595351532,0.129251700680272
3842,6,3,3,5,6,3,8,2,7,8,2,5,4,4,6,5,8,7,4,5,4,5.88857884848897,0.151927437641723
2110,3,0,9,1,0,0,4,6,0,8,1,1,9,10,0,7,7,6,0,0,0,5.15074059236012,0.201814058956916
13211,5,8,9,9,5,9,1,5,8,6,9,8,3,8,9,2,9,8,3,8,3,10.0406192249806,0.210884353741497
1070,7,6,7,6,7,9,3,0,6,6,6,9,7,5,7,1,5,7,3,6,3,7.25996070559869,0.206349206349206
4203,1,7,3,6,3,5,1,9,5,7,9,4,3,9,7,5,8,7,7,5,8,7.82829293867501,0.156462585034014
8718,0,6,10,0,7,9,10,10,9,6,0,3,5,8,5,9,9,6,4,2,1,9.05782455187602,0.120181405895692
9838,8,2,5,7,3,4,5,9,6,10,3,8,3,8,2,6,9,9,3,1,4,7.94269347729935,0.120181405895692
2862,6,1,3,6,8,8,4,1,6,9,2,8,5,4,0,2,9,7,1,1,1,6.14190408074761,0.133786848072562
2384,1,0,3,5,0,4,3,6,0,1,4,2,4,6,4,6,5,0,1,1,1,2.43873899579867,0.170068027210884
898,7,5,2,3,5,2,5,1,7,5,5,2,0,3,4,1,3,4,5,7,7,4.11833601862403,0.179138321995465
9174,7,4,4,3,4,4,5,5,3,6,8,6,5,3,3,3,7,8,9,6,8,6.90580490883257,0.165532879818594
8292,1,7,3,1,5,5,7,9,2,5,2,3,4,2,8,7,4,3,2,8,3,5.06825346469261,0.142857142857143
10605,7,1,5,5,8,4,0,4,9,4,5,8,2,6,2,3,2,6,1,3,1,4.90522800866509,0.115646258503401
3961,7,3,10,5,8,3,4,1,9,5,9,8,9,9,6,1,2,6,4,3,4,7.91629115414166,0.120181405895692
9546,2,4,0,1,4,4,10,8,4,0,3,1,1,2,4,9,1,0,5,3,5,3.82269358977099,0.147392290249433
11634,3,5,8,7,4,4,3,6,4,3,2,5,3,1,5,4,2,2,4,6,3,3.95529739476957,0.170068027210884
9713,3,4,2,3,7,5,9,8,5,1,4,3,3,5,5,8,2,2,2,7,5,5.09995111053558,0.160997732426304
10200,1,7,2,2,1,2,6,9,1,3,10,1,2,0,6,8,3,2,10,6,10,6.12306722541347,0.151927437641723
2481,9,2,9,10,10,9,5,5,8,9,1,9,8,8,2,2,10,10,4,1,0,10.4408240604385,0.156462585034014
4341,7,2,9,9,7,5,5,7,4,8,2,9,10,9,2,4,9,4,1,1,2,8.16708753441136,0.156462585034014
3781,5,9,0,1,4,5,9,7,4,3,7,1,1,2,9,9,5,5,8,8,8,7.70042872107925,0.138321995464853
7332,5,5,10,2,4,5,5,0,5,0,5,6,9,9,6,3,0,1,6,6,4,6.02756508481485,0.165532879818594
7368,7,2,2,3,2,2,6,8,3,3,8,3,2,7,2,8,7,4,1,4,5,4.86641529517774,0.174603174603175
6095,8,6,8,9,4,6,4,1,4,2,3,9,7,7,1,2,4,2,2,1,1,5.52060299183105,0.147392290249433
2753,5,4,3,6,7,6,6,3,4,4,7,8,4,5,8,2,5,5,3,5,5,5.69557824772891,0.179138321995465
9228,9,1,8,9,7,7,3,1,8,7,7,8,7,6,3,2,7,4,9,4,9,8.99152676075299,0.170068027210884
7552,4,10,9,5,5,4,5,2,6,3,8,3,4,5,10,2,5,6,9,9,9,8.30512759579235,0.151927437641723
5082,9,2,9,10,10,9,1,1,10,10,0,9,10,9,5,1,10,9,2,3,0,10.9104844287106,0.206349206349206
3703,5,0,3,5,8,7,8,5,7,10,10,6,6,6,1,5,10,10,9,1,9,9.84879101827578,0.133786848072562
10700,6,3,9,7,5,7,6,4,6,2,3,4,7,8,5,8,2,2,1,4,1,5.89841645156319,0.120181405895692
5975,6,7,5,5,5,9,3,1,4,3,4,5,7,7,1,1,5,3,7,4,7,5.57810946123577,0.179138321995465
8975,2,4,5,3,5,7,9,5,5,6,7,3,6,6,4,7,6,7,9,3,8,7.29600325204808,0.151927437641723
12002,1,4,8,5,6,4,6,8,2,1,8,3,6,8,6,7,2,2,6,7,8,6.72120045265618,0.165532879818594
7697,4,6,4,3,6,5,4,4,7,3,8,4,2,3,8,5,2,5,8,5,8,5.95352477247353,0.170068027210884
11479,4,8,6,4,3,4,7,5,5,1,9,3,4,4,10,7,0,2,9,9,9,7.78895021514316,0.133786848072562
430,5,7,1,1,7,1,10,2,4,9,9,7,7,6,0,2,10,9,7,2,5,7.88417783835207,0.142857142857143
821,0,0,0,1,0,1,9,10,0,3,2,0,0,0,4,10,1,7,4,6,5,4.29678857358644,0.197278911564626
9123,2,8,5,3,3,3,10,6,4,0,3,1,4,4,6,9,0,0,1,7,1,4.91856084310461,0.120181405895692
1257,2,9,9,5,2,6,5,9,4,4,2,3,9,10,9,8,9,8,1,10,1,9.70037962678535,0.151927437641723
1356,5,3,4,7,6,7,8,6,5,6,2,5,4,4,2,9,7,4,2,1,1,5.68769537324332,0.133786848072562
5892,9,6,6,9,6,8,2,5,7,4,9,9,5,3,6,4,5,6,6,4,5,8.3174250622673,0.183673469387755
8859,2,2,7,9,3,5,1,10,4,1,8,8,8,9,1,4,2,3,5,1,9,7.10022212660165,0.129251700680272
10721,4,4,7,5,5,5,10,9,4,0,4,4,3,2,6,9,1,0,7,8,5,6.40774589832938,0.133786848072562
6950,6,2,7,9,7,10,5,8,9,8,3,9,2,5,3,4,7,9,3,5,3,8.73553218971094,0.138321995464853
5902,8,9,6,8,5,4,2,3,6,3,7,8,7,8,9,3,2,4,6,9,7,8.42675288529871,0.138321995464853
2035,2,8,3,3,1,2,8,9,4,1,4,1,8,10,9,7,4,2,8,7,7,7.31244440706933,0.138321995464853
9884,7,1,2,2,7,9,10,5,5,9,6,5,4,1,6,8,9,7,8,3,5,8.12319535835049,0.120181405895692
6754,5,1,7,7,9,10,4,3,8,10,2,8,8,7,4,4,9,8,3,1,1,8.57926364084361,0.129251700680272
400,5,6,2,8,7,5,3,1,6,7,6,5,4,5,4,1,6,6,4,3,6,5.38188717145445,0.170068027210884
1153,7,2,7,9,5,5,4,5,7,3,5,5,8,9,3,5,3,5,7,4,7,7.17387807989858,0.210884353741497
10591,2,3,9,2,5,5,6,6,6,5,2,2,7,7,0,8,3,2,3,1,1,4.84979151955207,0.142857142857143
3020,2,8,2,3,4,3,2,7,1,3,9,2,3,1,8,4,5,2,10,9,10,6.40313389581315,0.142857142857143
515,2,5,9,5,7,10,5,9,5,7,10,1,10,7,3,10,5,4,7,4,7,9.64134567184462,0.174603174603175
9586,2,3,6,1,5,6,8,5,5,3,7,2,5,7,6,8,2,3,6,5,7,5.8420257367579,0.165532879818594
1272,0,4,2,1,0,1,9,10,2,3,7,2,1,1,3,8,5,6,8,4,8,5.38247631672341,0.115646258503401
13240,9,3,5,9,3,4,4,7,4,5,10,9,8,9,6,4,6,8,8,6,8,9.62873360836634,0.151927437641723
4881,0,10,1,4,3,8,4,9,0,2,6,1,0,0,6,8,7,0,9,8,8,6.73008393575021,0.138321995464853
231,8,6,4,4,7,4,3,3,7,3,7,8,4,3,3,3,1,3,7,3,7,5.45968754610887,0.251700680272109
4686,1,8,5,4,2,4,3,9,2,4,8,3,2,2,9,7,4,3,9,8,8,7.0469186248696,0.156462585034014
10514,3,4,0,6,5,8,7,9,3,6,3,4,1,1,2,9,8,5,9,1,4,6.23467113898125,0.115646258503401
9566,6,2,5,8,5,5,5,5,4,4,4,5,3,4,2,7,8,4,2,1,3,4.67970458917656,0.183673469387755
5528,8,8,10,7,7,9,4,1,7,9,1,7,9,9,9,2,6,8,2,9,3,10.3990907307057,0.165532879818594
646,4,4,7,6,7,5,3,5,6,5,9,6,8,6,6,3,5,4,9,3,9,7.4810895167892,0.165532879818594
6305,4,5,10,6,8,8,9,6,8,8,4,4,9,9,5,7,10,8,6,5,5,10.6150981290501,0.165532879818594
5764,10,2,7,8,7,8,2,2,8,9,5,7,5,9,6,2,10,10,3,4,5,9.49632653711068,0.133786848072562
10285,5,3,9,8,7,7,3,5,7,4,0,6,8,9,6,4,5,6,1,5,0,7.04147415388753,0.124716553287982
601,4,5,4,3,6,4,5,6,5,8,9,4,3,4,3,6,6,7,9,3,10,7.18774465892558,0.165532879818594
8632,2,8,8,5,4,4,4,9,5,5,4,4,2,7,5,5,4,7,7,9,6,6.98590961393729,0.188208616780045
7751,1,8,2,3,0,1,5,8,1,4,2,1,5,3,10,8,5,5,2,8,2,5.28636818530027,0.160997732426304
10570,4,3,2,10,6,8,3,3,4,9,6,7,3,2,3,5,9,7,5,4,6,6.47870748420111,0.138321995464853
9722,9,10,0,5,7,7,2,2,9,8,9,4,1,7,8,3,8,8,5,8,8,9.50238799341439,0.151927437641723
12102,1,4,10,1,1,10,9,7,3,2,0,2,2,2,0,8,9,4,9,5,9,7.07093939672612,0.129251700680272
5773,3,2,5,0,4,6,5,6,5,1,10,5,2,3,6,3,0,1,7,3,7,4.91009444442998,0.133786848072562
7223,10,0,4,7,6,7,3,3,7,4,8,8,6,8,3,3,5,2,1,1,3,6.0448743163351,0.133786848072562
6865,10,1,5,9,9,10,2,0,10,10,0,9,7,7,1,1,9,10,0,1,0,9.38042182212105,0.179138321995465
8894,10,2,5,9,10,9,1,0,10,10,5,10,7,3,0,0,10,10,5,0,4,9.80976944623439,0.188208616780045
12407,2,7,2,0,4,3,2,1,4,8,1,2,2,3,9,1,6,4,0,7,1,3.60033084014607,0.147392290249433
10146,9,9,9,4,9,9,6,2,9,8,1,6,8,9,6,2,8,8,3,9,2,10.3217017174524,0.229024943310658
7418,1,6,10,2,2,4,8,10,1,3,3,1,9,9,6,9,3,5,4,7,4,7.54327451894908,0.115646258503401
1425,6,9,0,4,0,1,1,3,2,0,9,5,1,1,9,3,1,0,9,9,10,6.08702227665821,0.170068027210884
9053,10,10,3,7,7,3,3,1,8,3,7,8,2,3,8,1,4,4,8,9,8,8.35577359732506,0.165532879818594
11284,6,1,9,9,10,9,1,4,7,3,3,9,10,10,1,1,2,6,3,0,3,7.94742690715792,0.147392290249433
8072,3,7,0,0,3,1,9,8,3,2,10,3,3,5,9,9,0,2,8,7,8,7.01985831820189,0.142857142857143
9812,5,6,5,7,5,2,2,5,5,5,7,6,6,5,2,5,4,5,8,5,8,6.07278048078754,0.287981859410431
3386,7,10,4,8,6,5,3,2,7,3,4,8,5,5,10,2,5,2,2,10,2,7.20666552582397,0.151927437641723
5649,3,4,4,4,3,2,6,4,3,3,7,4,4,4,6,5,4,6,8,6,8,5.26076374210294,0.233560090702948
8978,4,5,0,2,7,2,3,1,6,3,9,5,1,1,5,1,2,2,10,5,9,4.91360271646491,0.138321995464853
12962,7,8,1,7,7,6,0,2,4,6,10,8,1,2,6,1,5,5,9,6,9,7.33206979626401,0.120181405895692
2550,2,2,8,4,8,8,5,4,5,2,1,5,7,5,1,5,3,1,3,0,0,4.44562312639624,0.147392290249433
11900,2,3,3,4,2,4,4,6,2,2,10,3,3,6,0,4,4,2,7,1,9,4.20847719189702,0.170068027210884
3639,2,3,6,2,1,3,1,6,4,1,5,4,2,5,4,3,0,2,6,5,5,3.16591661830892,0.156462585034014
1980,4,5,6,1,7,6,8,7,4,5,3,1,6,4,3,9,6,7,5,5,3,6.13267267083482,0.147392290249433
5478,6,6,6,4,3,4,3,2,4,8,6,3,6,8,5,4,7,4,6,3,5,5.41473261601802,0.197278911564626
4815,8,8,4,5,0,0,4,6,0,7,9,3,5,6,7,6,8,9,5,7,9,8.34672531709313,0.133786848072562
2177,7,0,3,9,9,9,8,3,10,10,1,6,2,5,1,4,10,9,0,1,0,8.06931407081158,0.120181405895692
8370,4,9,8,8,6,5,4,8,2,7,6,8,8,7,7,5,8,2,8,8,7,9.70804136921012,0.219954648526077
5366,1,8,6,1,10,9,9,9,7,5,7,0,7,9,9,9,6,5,7,7,4,10.4965238466465,0.174603174603175
2574,8,0,8,7,10,9,4,2,9,10,1,9,8,5,1,3,10,9,1,0,0,9.33907087130564,0.129251700680272
4712,6,6,8,3,7,2,8,2,6,9,0,7,7,5,0,4,10,9,6,1,1,7.41932115776939,0.111111111111111
1671,1,3,5,2,0,1,5,8,1,1,8,1,3,1,5,8,1,2,7,6,7,4.18959481137459,0.183673469387755
8551,5,8,6,3,3,4,3,1,5,0,9,5,3,3,9,2,1,2,10,9,10,6.71335074789482,0.133786848072562
8802,6,3,8,9,8,8,0,2,6,8,8,8,6,6,4,3,8,5,8,3,7,8.79664711517135,0.215419501133787
9595,7,9,8,9,7,9,3,7,8,7,10,9,3,8,8,4,7,9,10,10,10,13.0903056230356,0.197278911564626
12503,5,5,7,4,2,2,1,2,6,9,2,8,6,8,7,1,9,9,4,6,3,6.73288399534452,0.124716553287982
12596,3,7,3,4,5,4,3,6,2,5,1,5,6,4,6,3,5,1,2,7,1,3.91918802452396,0.151927437641723
8999,1,8,1,0,1,3,9,7,1,3,10,1,2,3,6,9,6,2,10,5,10,7.00110763395828,0.133786848072562
5623,4,8,4,9,8,7,2,7,4,6,6,8,4,3,8,3,7,5,9,8,6,8.64592506127468,0.156462585034014
6011,3,0,2,5,6,4,6,6,5,9,3,4,4,3,1,5,9,9,4,1,3,5.36891591259587,0.147392290249433
7657,8,7,7,7,8,6,0,1,9,8,8,8,9,9,7,0,6,6,4,7,5,9.79472975024028,0.170068027210884
1017,5,9,8,9,2,4,1,3,3,0,0,8,6,5,9,2,1,1,0,9,1,6.02148493441142,0.133786848072562
2094,4,8,2,3,2,1,6,6,3,5,9,2,1,3,8,8,4,6,8,8,8,6.62216084252841,0.165532879818594
9657,8,6,8,6,7,7,4,2,5,2,4,7,7,4,4,5,4,2,3,4,3,5.55341979095471,0.174603174603175
12891,7,5,6,9,7,6,2,4,7,6,8,6,7,7,8,4,6,7,8,7,8,9.29951582234606,0.219954648526077
4600,7,3,7,7,9,9,8,6,10,9,2,6,9,9,5,9,8,7,0,5,1,10.505578838284,0.156462585034014
4041,5,1,9,9,7,9,0,4,3,2,1,8,8,5,1,3,2,1,0,1,0,5.48455717288567,0.138321995464853
